발화문,상황
오늘부터 일주일동안 휴가 기간인데 계속 비가 온대.,angry
오랜만에 가족들이랑 동해 바다에 가서 놀다 오기로 했어. 그런데 망했어.,angry
일이 바빠서 일년만에 받은 휴가인데 비가 와서 아무데도 갈 수가 없어.,angry
계속 비 소식이 있으니까 아무래도 너의 말대로 집에서 휴가를 즐길 수 있는 방법을 찾아봐야겠어.,angry
나 축하해줘! 기분 좋은 일이 생겼어.,happiness
내가 10km 마라톤 대회에 출전했는데 예전의 내 기록보다 훨씬 잘 나왔어!,happiness
뛰는 동안에는 너무 지치고 힘들었는데 결승선을 통과하는 순간 너무 기분이 좋았어.,happiness
함께 달리는 크루가 있어서 지치고 힘들 때 큰 힘이 되어 줘.,happiness
쓰레기통에서 역겨운 냄새가 나고 있어!,disgust
너무 냄새가 독해서 지금 버리려고 밖에 빼놨어.,disgust
냄새를 방향제로 처리하는게 나을 거야.,disgust
200만원짜리 노트북을 구입했는데 배송이 늦어져서 걱정하고 있었어.,happiness
너의 말대로 제품에 문제가 있는지 꼼꼼히 살펴볼게.,happiness
노트북을 오래 사용할 수 있도록 보험 가입도 생각해 볼게.,happiness
나 갇히게 된 것 같아서 너무 무서워!,fear
나 혼자 집 안에 갇히게 됐어. 어떻게 해?,fear
내가 잠을 자는 동안에 비가 엄청 많이 와서 우리 동네가 고립됐어. 그래서 갇히게 됐어!,fear
집 주변까지 물이 차올라서 아예 밖으로 나갈 수가 없어.,fear
아직까지는 집 안으로 물이 들어오지 않아서 괜찮아.,fear
나 너무 우울해.,sadness
코로나 때문에 재택근무를 시작하면서 집 안에만 있으니까 마음이 울적해.,sadness
음악을 들으면 기분이 좀 나아질 것 같아.,sadness
좋은 노래랑 영화 좀 찾아줘봐.,sadness
어제 자다가 깜짝 놀라서 깼어!,surprise
잠을 자고 있는데 갑자기 천둥이 쳐서 깜짝 놀라서 깼어!,surprise
실제로 엄청 큰 천둥 소리를 들어서 깜짝 놀라고 무서웠어.,surprise
놀란 거 말고는 아무런 피해가 없어서 다행이야.,surprise
내가 깜짝 놀란 거 빼고는 아무런 피해가 없어서 정말 다행이야.,surprise
그래. 그냥 음악이나 들으면서 기분 풀어야겠어. 신나는 음악이 좋아.,angry
그냥 음악이나 들으면서 기분을 풀어야겠어. 나는 신나는 음악이 좋아.,angry
나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀 왔어.,neutral
구경하는 사람들이 너무 많아서 무슨 일인지 알 수가 없었어.,neutral
사람들이 너무 많이 몰려 있어서 무슨 일인지 정확하게 알 수가 없었어.,neutral
나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀 왔어.,neutral
내일 비 소식이 있는 거야? 사무실에 우산 없는데.,neutral
너가 내일 날씨를 알려줬으니까 집에서 나올 때 우산 가지고 나올게. 건강은 괜찮아.,neutral
나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀 왔어.,neutral
구경하는 사람들이 너무 많아서 볼 수가 없었어.,neutral
거기서 30분 정도 구경을 했는데 사람들이 너무 많아서 볼 수가 없어서 집에 와버렸어.,neutral
잘 모르겠던데. 초등학교 앞에 모여 있던데?,neutral
초등학교 앞인데 설마 그럴리가.,neutral
요즘 장마잖아. 매일 챙겨 다녀.,neutral
장마라서 조금 우울한 거 빼고는 괜찮아.,neutral
그런 걸로 그러냐. 잘 모르겠는데? 그냥 저기 차 앞에 몰려 있던데?,neutral
"알았어, 알았어. 알았어, 알았어. 앞으로 그렇게 할게. 음, 한 5분?",neutral
내일 친구 만나는데 뭘 먹어야할지 모르겠어.,neutral
만나기로 했어.,neutral
난 양식이 좀 더 좋아.,neutral
빵 많이 주면 진짜 좋아.,neutral
고마워. 내가 가보고 알려줄게.,neutral
드디어 프로젝트 끝났어!,happiness
어. 이제 진짜 완전히 다 끝났어.,happiness
그것도 좋지. 나 요새 노래를 못 들어서 요새 신곡을 하나도 몰라!,happiness
그것도 좋아. 빨리 약속 잡아야겠어.,happiness
"있으려나? 휴가는 잘 모르겠고 주말에 다녀올 순 있을 거 같은데. 한 번 찾아봐야겠다, 그것도.",happiness
나 너무 우울해.,sadness
그냥 코로나 때문에 나가지도 못하고 집에 자꾸 갇혀 있으니까 우울해.,sadness
어떤 거? 추천 해주게?,sadness
아 진짜? 재밌겠다. 그거 보면 좀 기운이 나겠지?,sadness
요새 유튜버들 뒷광고 장난 아니야! 진짜 걔네 왜 그러냐?,angry
실망도 실망인데 그냥 지금 너무 짜증나 죽겠어! 걔네 날 속이고 있다는 거잖아!,angry
그런 것도 있냐? 어떤 건데?,angry
이벤트 당첨됐어!,happiness
"완전. 내가 너무 비싸가지고 못 사던 향순데, 당첨되니까 얼마나 기분 좋게요!",happiness
너무 많이 자랑해서 이제 다들 그만 좀 자랑하래.,happiness
구매한 노트북이 도착했어. 나 얼른 뜯어 봐야지.,happiness
부족해서 별로 비싼 건 못샀고 그냥 딱 150만원 짜리.,happiness
당연하지! 그런 거 확인 안하면 어떡해. 고장나면 누구 책임이야.,happiness
편집 할거지롱. 영상 편집이랑 음악 작업 할 거야.,happiness
집에 물도 안 들어왔는데 그냥 무서워 죽겠어.,fear
내 휴가가 엉망이야!,angry
간신히 낸 휴간데 지금 장마 때문에 가지도 못해!,angry
나쁘진 않은데 그냥 난 좀 나가고 싶었어! 휴가를 못 간지 엄청 오래 됐으니까!,angry
놀랬지. 난리도 아니었어.,surprise
진짜 아까 너무 놀래서 아직도 심장이 벌렁벌렁해.,surprise
나 축하해줘. 기쁜 일 있어!,happiness
주말에 나간 마라톤에서 기록 갱신했어!,happiness
"아니고. 그냥 일반인이지, 일반인.",happiness
같이 뛰는 크루가 있기는 한데 이번 대회는 그냥 혼자 나갔어.,happiness
지인이 되게 잘 될 거라고 한 번 해보라고 했거든?,sadness
그냥. 이번에 삼성 엄청 오르락 내리락 하잖아. 그래서 삼성 한 번 들어 봤지.,sadness
삼성은 어차피 오를 주식이니까 기다려 봐야겠지.,sadness
자다가 깜짝 놀랐어!,surprise
간신히 잠들었는데 하필 그 때 딱! 들었지.,surprise
어제 그거 때문에 엄청 놀래가지고 잠을 또 못 잔 거 있지.,surprise
다른 피해는 없지. 나한테 내리 친 것도 아니니까.,surprise
화장실은 청소를 해도 곰팡이가 없어지질 않아.,angry
니 말이 맞긴 한데 그래도 너무 화가 나!,angry
곰팡이 제거제? 그런 것도 있어?,angry
아 진짜? 그러면 한 번 구매해 볼까?,angry
쓰레기통에서 역겨운 냄새가 나고 있어!,disgust
쓰레기를 넣어놨는데 깜빡하고 안 버려서 그래.,disgust
나쁘지 않은데 나 집에 방향제가 없어.,disgust
짜증나. 그 새끼는 할 일이 없으면 집에나 갈 것이지! 늦게까지 결혼 못한 히스테리를 나한테 푸는 건가? 왜 항상 나한테만 그럴까?,angry
짜증이 났으면 욕까지 하겠어! 넌 날 좀 이해해봐!,angry
너무 많은 강남역에서 만나기로 했어.,neutral
난 애피타이저 많이 주는 집 더 좋아해.,neutral
리뷰가 좋다면 완전 대박난 집인가본데?,neutral
나 드디어 프로젝트 끝났어!,happiness
어. 한 달 간 정말 고생 많이 했는데.,happiness
친구들과 약속 했어. 만나기로.,happiness
맞아. 한동안 고생했으니 여행도 해줘야지.,happiness
나 너무 우울해.,sadness
회사가 코로나 때문에 재택근무 한대.,sadness
맞아. 밖에 나가고싶어서 죽겠어.,sadness
있으면 빨리 나한테 좀 들려 줘.,sadness
사과는 진정성이 없어.,angry
그런 영상이 있어? 재밌을 것 같은데.,angry
일어나 보니 우리집 주위가 다 물바다가 되어있어.,fear
새벽에 비가 그렇게 많이 오는지도 모르고 잠만 자고 있었어.,fear
우리 집은 괜찮아.,fear
나 이벤트에 당첨되었어.,happiness
"유명한 인플루언서가 하는 이벤트인데, 그곳에 당첨된거야.",happiness
여러 명 뽑지도 않아,happiness
"아직 말 안했어. 향수 오면, 향수 보여주면서 자랑해야지.",happiness
휴가가 엉망이 되었어.,angry
휴가 첫 날 부터 비가 오기 시작해.,angry
난 영화보고싶어.,angry
너무 좋지. 우리는 양이 적으면 화가나. 양이 푸짐해야돼.,neutral
추천해주면 우리는 고맙지. 일일이 돌아다니지 않아도 되고.,neutral
드디어 프로젝트 끝났어.,happiness
속이 다 시원해. 이제 완전히 끝났어. 쉴 수가 있어 이제.,happiness
그래 신나는 음악도 들으면서 휴식을 취해야겠어.,happiness
친구 너무 좋지. 너무 요번에 못만나서 꼭 만나야 돼.,happiness
여행 너무 가고싶은데 갈 만한 친구가 없어. 혼자 가기는 싫어.,happiness
너무 우울해.,sadness
해야 할 것 같아. 신나는 음악 듣고 기분 전환 좀 해야 되겠어.,sadness
추천해줘. 영화나 실컷 봐야겠어.,sadness
아니 요즘은 다들 왜그러지? 이해가 안가네.,angry
투버들이 사람들을 속이며 뒷광고를 하고 있어.,angry
정말 실망스러워. 앞으로는 더 이상 믿을 수가 없을 것 같아.,angry
사과도 믿을 수가 없어. 또 언제 사람들을 속일지 몰라.,angry
갇힌 것 같아.,fear
다행히 안으로는 물이 안들어와서 괜찮아.,fear
내 휴가가 엉망이야.,angry
휴가를 냈는데 태풍에 장마가 겹쳐서 나갈 수가 없어.,angry
여름 바다에 가서 수영도 하고 튜브 타고 물놀이도 할려고. 맛있는 것도 먹고.,angry
일년만에 휴가야. 그동안 무지 바빠서 쉴 시간도 없었거든.,angry
집에서 쉬면서 그동안 못봤던 영화나 실컷 봐야겠어.,angry
헐 나 이벤트 당첨됐어.,happiness
너무 맘에 들어. 그동안 내가 얼마나 갖고싶었던 향수인데.,happiness
친구한테 자랑했더니 그거 비싼거라고 무지 부러워하더라.,happiness
아까 해피 산책시키다가 깜짝 놀랬어.,surprise
다행히 빨리 잡아서 다친사람들은 없었어.,surprise
아직도 진정이 안 돼 너무 무서웠어 큰일 나는 줄 알고.,surprise
축하해 줘 기분 좋은 일이 있어.,happiness
선수는 아니고 운동을 좋아해서 열심히 했던 거야.,happiness
그런 건 아니고 그냥 혼자서 열심히 연습을 하는 거야.,happiness
나 요즘 주식을 시작하는데.,sadness
삼성 증권에 들었는데 요즘 경기가 안 좋은지 자꾸 내려가고 있어.,sadness
너무 많이 내려가서 손해를 보고 있어 속상해.,sadness
상황 봐서 정 안 되면 손해를 보더라도 팔아야겠지.,sadness
나 어제 자다가 깜짝 놀랬어.,surprise
잠이 안와서 뒤척이다가 잠들었는데 천둥 번개 소리가 너무 요란해서 깼어.,surprise
무서워서 잠도 못 잤어.,surprise
다행히 다른 피해는 없었던 거 같아 밤에 무서워서 잠 못 잔 거 빼고는.,surprise
화장실은 청소를 해도 곰팡이가 없어지지 않아.,angry
그러니까 비는 왜 그렇게 오는 거야 더 습해지게.,angry
그게 좋겠어 안 그래도 써야지 했거든.,angry
구매해야 되겠어 좋은 거 있으면 추천 좀 해 줘.,angry
쓰레기 버릴 때 음식물이 섞여 들어간 것 같아.,disgust
그러니까 얼른 버려야겠어 냄새가 너무 심해.,disgust
나 냄새가 심하니까 더 깨끗이 치우다 보니까 더 힘들어 졌어.,disgust
제품에는 문제가 없는 것 같아 상품은 최고야.,happiness
음악도 듣고 쇼핑도 하고 돈 벌 거리를 찾아봐야지.,happiness
나 오늘 짭새가 몰려 있길래 구경 다녀왔어.,neutral
누군가 싸우는 지 사람들이 많아.,neutral
"그래 알았어 다음부터는 경찰이라고 할게 구경은 많이 못 했어,",neutral
비 맞을 일은 없어 건강은 아주 좋아 걱정 안 해.,neutral
"나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀 왔어,	",neutral
그런 것 같아 무서워서 못 보겠어.,neutral
나 축하해줘 기분 좋은 일이 있어.,happiness
아니요 그 정도는 아닌데요.,happiness
맞아요 사실은 별로 튀는 게 안 좋아해 가지고.,happiness
드디어 새로 산 노트북이 도착했어 뜯어 봐야지.,happiness
"네, 그래야겠어요.	",happiness
아 그런 것도 있구나 참고할게요.,happiness
아니 아까 해피랑 산책하다가 깜짝 놀랐어.,surprise
반대편에서 오던 강아지가 줄이 끊어졌어.,surprise
네 다행히 무슨 일이 안 일어났는데요.,surprise
네 다들 깜짝 놀랐어요.,surprise
네 지금은 집에서 잘 쉬고 있을 거예요.,surprise
지금은 나갈 수 없는 거 같아요.,fear
몸은 괜찮은데 물도 아직 안 들어왔어요.,fear
너 너무 우울해.,sadness
맞아요 집에 있으니까 움직이지도 못하고.,sadness
네 좋을 거 같아요 추천 좀 해 주시겠어요?,sadness
네 감사해요 잘 받을게요.,sadness
유튜버들이 광고를 올리는 거야.,angry
"네, 부탁드려요 기분이 좀 그러네요.	",angry
나 아까 해피랑 산책하다 정말 깜짝 놀랐어.,surprise
우리 반려견 해피 목줄이 갑자기 끊어져 버린 거야.,surprise
다행히 무슨 일이 생기지 않았어 지나가던 아저씨가 잡아주셨고.,surprise
주변에 사람 없었어 그러니까 괜찮았지,surprise
나 축하해 줘 기분 좋은 일 있었어.,happiness
무슨 선수처럼 기록이 좋겠어 내 예전 기록보다 많이 단축 됐다고.,happiness
당연히 같이 운동하는 사람들이 있어 이번에 대회도 같이 참가했어.,happiness
나 요즘 주식 하는데.,sadness
친구가 같이 하자고 해서 시작하게 되었어.,sadness
생명과학 분야야 코로나 때문에 요즘 핫 하잖아.,sadness
처음 구매했을 때보다 많이 빠졌어.,sadness
자고 있는데 갑자기 폭탄 터지는 소리가 나잖아.,surprise
난 실제로 들었다고 생각했는데 그게 천둥 소리였어.,surprise
놀란 건 괜찮아졌지만 또 그렇게 소리 들릴까 봐 무서워.,surprise
다행히 천둥 몇 번 치고 그만 두더라고,surprise
맞아 우리 집 화장실은 환기구가 없어.,angry
장마철이라서 더 그런 것 같아 하루 종일 화장실 청소만 하는 기분이야.,angry
그 생각까지는 못 했네 그런 것도 있었어?,angry
당연히 구매해야지 좋은 제품 있으면 좀 알려 줘.,angry
"나도 궁금해서 쫓아 갔었는데 결국엔 못 봤어,	",neutral
그런 거 같진 않고 그냥 바리케이트가 쳐져 있길래 돌아왔어.,neutral
짭새가 우리 동네 엄청 몰려 왔었어.,neutral
